Name,images,target
SOTALOL HYDROCHLORIDE,00378-0305-01_PART_1_OF_1_CHAL10_SB_332199CC.jpg,6
SOTALOL HYDROCHLORIDE,00378-0305-01_PART_1_OF_1_CHAL10_SF_332199CC.jpg,6
SOTALOL HYDROCHLORIDE,00378-0310-01_PART_1_OF_1_CHAL10_SB_4121A08D.jpg,6
SOTALOL HYDROCHLORIDE,00378-0310-01_PART_1_OF_1_CHAL10_SF_4121A08D.jpg,6
SOTALOL HYDROCHLORIDE,00378-5123-01_PART_1_OF_1_CHAL10_SB_D223E93F.jpg,6
SOTALOL HYDROCHLORIDE,00378-5123-01_PART_1_OF_1_CHAL10_SF_D223E93F.jpg,6
SOTALOL HYDROCHLORIDE,00378-5124-01_PART_1_OF_1_CHAL10_SB_3C219E7C.jpg,6
SOTALOL HYDROCHLORIDE,00378-5124-01_PART_1_OF_1_CHAL10_SF_3C219E7C.jpg,6
SOTALOL HYDROCHLORIDE,00603-5771-21_PART_1_OF_1_CHAL10_SB_38231C78.jpg,6
SOTALOL HYDROCHLORIDE,00603-5771-21_PART_1_OF_1_CHAL10_SF_38231C78.jpg,6
SOTALOL HYDROCHLORIDE,0378-5125_0_0.jpg,6
SOTALOL HYDROCHLORIDE,0378-5125_0_1.jpg,6
SOTALOL HYDROCHLORIDE,60505-0222_0_0.jpg,6
SOTALOL HYDROCHLORIDE,60505-0222_0_1.jpg,6
SOTALOL HYDROCHLORIDE,60505-0224_0_0.jpg,6
SOTALOL HYDROCHLORIDE,60505-0224_0_1.jpg,6
RISPERIDONE TABLETS USP,106.jpg,7
RISPERIDONE TABLETS USP,1099.jpg,7
RISPERIDONE TABLETS USP,1196.jpg,7
RISPERIDONE TABLETS USP,1280.jpg,7
RISPERIDONE TABLETS USP,1556.jpg,7
RISPERIDONE TABLETS USP,1729.jpg,7
RISPERIDONE TABLETS USP,176.jpg,7
RISPERIDONE TABLETS USP,1936.jpg,7
RISPERIDONE TABLETS USP,2084.jpg,7
RISPERIDONE TABLETS USP,2227.jpg,7
RISPERIDONE TABLETS USP,2262.jpg,7
RISPERIDONE TABLETS USP,2276.jpg,7
RISPERIDONE TABLETS USP,25.jpg,7
RISPERIDONE TABLETS USP,2775.jpg,7
RISPERIDONE TABLETS USP,3041.jpg,7
RISPERIDONE TABLETS USP,3615.jpg,7
RISPERIDONE TABLETS USP,3694.jpg,7
RISPERIDONE TABLETS USP,3703.jpg,7
RISPERIDONE TABLETS USP,3829.jpg,7
RISPERIDONE TABLETS USP,3907.jpg,7
RISPERIDONE TABLETS USP,4352.jpg,7
RISPERIDONE TABLETS USP,4669.jpg,7
RISPERIDONE TABLETS USP,4833.jpg,7
RISPERIDONE TABLETS USP,4930.jpg,7
RISPERIDONE TABLETS USP,78.jpg,7
RISPERIDONE TABLETS USP,79.jpg,7
RISPERIDONE TABLETS USP,00093-0221-06_PART_1_OF_1_CHAL10_SB_9F294FDA.jpg,7
RISPERIDONE TABLETS USP,00093-0221-06_PART_1_OF_1_CHAL10_SF_9F294FDA.jpg,7
RISPERIDONE TABLETS USP,00093-0225-06_PART_1_OF_1_CHAL10_SB_8D2946DA.jpg,7
RISPERIDONE TABLETS USP,00093-0225-06_PART_1_OF_1_CHAL10_SF_8D2946DA.jpg,7
RISPERIDONE TABLETS USP,00093-7240-06_PART_1_OF_1_CHAL10_SB_7F293FE9.jpg,7
RISPERIDONE TABLETS USP,00093-7240-06_PART_1_OF_1_CHAL10_SF_7F293FE9.jpg,7
RISPERIDONE TABLETS USP,00093-7241-06_PART_1_OF_1_CHAL10_SB_8B2945BA.jpg,7
RISPERIDONE TABLETS USP,00093-7241-06_PART_1_OF_1_CHAL10_SF_8B2945BA.jpg,7
RISPERIDONE TABLETS USP,00093-7242-06_PART_1_OF_1_CHAL10_SB_76293B69.jpg,7
RISPERIDONE TABLETS USP,00093-7242-06_PART_1_OF_1_CHAL10_SF_76293B69.jpg,7
RISPERIDONE TABLETS USP,00093-7243-06_PART_1_OF_1_CHAL10_SB_7B293DD9.jpg,7
RISPERIDONE TABLETS USP,00093-7243-06_PART_1_OF_1_CHAL10_SF_7B293DD9.jpg,7
RISPERIDONE TABLETS USP,27241-006_0_0.jpg,7
RISPERIDONE TABLETS USP,27241-006_0_1.jpg,7
